TANGGAL,JENIS,QTY,HARGA,JUMLAH
5/8/2023,CRMTT,"1,000.00","23,000.00","23,000,000.00"
5/10/2023,CRMTT,958.00,"23,000.00","22,034,000.00"
5/11/2023,CRMTT,"1,042.00","23,000.00","23,966,000.00"
5/11/2023,CRMTT,508.00,"30,000.00","15,240,000.00"
5/13/2023,CRMTT,"1,291.00","30,000.00","38,730,000.00"
5/18/2023,CRMTT,57.50,"30,000.00","1,725,000.00"
5/19/2023,CRMTT,576.00,"24,000.00","13,824,000.00"
5/22/2023,CRMTT,533.50,"24,000.00","12,804,000.00"
5/22/2023,CRMTT,650.00,"28,000.00","18,200,000.00"
5/22/2023,CRMTT,51.50,"38,000.00","1,957,000.00"
5/23/2023,CRMTT,"1,968.00","38,000.00","74,784,000.00"
5/25/2023,CRMTT,980.50,"38,000.00","37,259,000.00"
5/29/2023,CRMTT,"1,943.00","38,000.00","73,834,000.00"
6/2/2023,CRMTT,"1,174.00","32,500.00","38,155,000.00"
6/5/2023,CRMTT,9.40,"32,500.00","305,500.00"
6/5/2023,CRMTT,"1,925.00","36,000.00","69,300,000.00"
6/8/2023,CRMTT,75.00,"36,000.00","2,700,000.00"
6/8/2023,CRMTT,"1,420.00","33,000.00","46,860,000.00"
6/10/2023,CRMTT,580.00,"33,000.00","19,140,000.00"
6/10/2023,CRMTT,490.00,"35,000.00","17,150,000.00"
6/12/2023,CRMTT,479.50,"35,000.00","16,782,500.00"
6/15/2023,CRMTT,30.50,"35,000.00","1,067,500.00"
6/15/2023,CRMTT,"1,049.00","28,000.00","29,372,000.00"
6/16/2023,CRMTT,951.00,"28,000.00","26,628,000.00"
6/19/2023,CRMTT,"1,737.50","26,000.00","45,175,000.00"
6/20/2023,CRMTT,"1,262.50","26,000.00","32,825,000.00"
6/23/2023,CRMTT,"1,980.00","26,000.00","51,480,000.00"
6/23/2023,CRMTT,15.00,"26,000.00","390,000.00"
6/26/2023,CRMTT,5.00,"26,000.00","130,000.00"
6/26/2023,CRMTT,"1,065.00","25,000.00","26,625,000.00"
6/30/2023,CRMTT,305.00,"22,000.00","6,710,000.00"
7/3/2023,CRMTT,195.00,"22,000.00","4,290,000.00"
7/3/2023,CRMTT,"1,980.00","24,000.00","47,520,000.00"
7/7/2023,CRMTT,20.00,"24,000.00","480,000.00"
7/7/2023,CRMTT,"1,644.80","19,000.00","31,251,200.00"
7/7/2023,CRMTT,355.20,"19,000.00","6,748,800.00"
7/10/2023,CRMTT,"2,000.00","17,250.00","34,500,000.00"
7/15/2023,CRMTT,"1,489.00","19,000.00","28,291,000.00"
7/17/2023,CRMTT,11.00,"19,000.00","209,000.00"
7/17/2023,CRMTT,"1,000.00","23,000.00","23,000,000.00"
7/22/2023,CRMTT,921.00,"20,000.00","18,420,000.00"
7/24/2023,CRMTT,929.00,"20,000.00","18,580,000.00"
7/31/2023,CRMTT,"1,975.00","31,000.00","61,225,000.00"
8/3/2023,CRMTT,25.00,"31,000.00","775,000.00"
8/4/2023,CRMTT,"1,123.00","36,000.00","40,428,000.00"
8/7/2023,CRMTT,877.00,"36,000.00","31,572,000.00"
8/6/2023,CRMTT,"1,098.00","41,500.00","45,567,000.00"
8/7/2023,CRMTT,889.00,"41,500.00","36,893,500.00"
8/11/2023,CRMTT,13.00,"41,500.00","539,500.00"
8/11/2023,CRMTT,"1,440.00","41,000.00","59,040,000.00"
8/11/2023,CRMTT,47.00,"41,000.00","1,927,000.00"
8/14/2023,CRMTT,816.80,"41,000.00","33,488,800.00"
8/14/2023,CRMTT,"3,000.00","42,000.00","126,000,000.00"
8/18/2023,CRMTT,"1,410.00","46,000.00","64,860,000.00"
8/21/2023,CRMTT,31.80,"46,000.00","1,462,800.00"
8/21/2023,CRMTT,806.00,"46,000.00","37,076,000.00"
8/24/2023,CRMTT,9.00,"46,000.00","414,000.00"
8/24/2023,CRMTT,"1,000.00","34,000.00","34,000,000.00"
8/28/2023,CRMTT,975.00,"27,000.00","26,325,000.00"
8/29/2023,CRMTT,"1,025.00","27,000.00","27,675,000.00"
9/1/2023,CRMTT,"1,500.00","24,000.00","36,000,000.00"
9/1/2023,CRMTT,170.00,"20,000.00","3,400,000.00"
9/4/2023,CRMTT,"1,804.00","20,000.00","36,080,000.00"
9/5/2023,CRMTT,26.00,"20,000.00","520,000.00"
9/8/2023,CRMTT,493.00,"22,000.00","10,846,000.00"
9/11/2023,CRMTT,"1,507.00","22,000.00","33,154,000.00"
9/19/2023,CRMTT,"1,953.00","24,000.00","46,872,000.00"
9/22/2023,CRMTT,47.00,"24,000.00","1,128,000.00"
9/22/2023,CRMTT,867.00,"23,500.00","20,374,500.00"
9/23/2023,CRMTT,27.00,"23,500.00","634,500.00"
9/25/2023,CRMTT,700.00,"24,000.00","16,800,000.00"
9/29/2023,CRMTT,971.00,"24,000.00","23,304,000.00"
10/2/2023,CRMTT,29.00,"24,000.00","696,000.00"
10/2/2023,CRMTT,"1,046.00","30,000.00","31,380,000.00"
10/3/2023,CRMTT,"1,072.00","30,000.00","32,160,000.00"
10/6/2023,CRMTT,882.00,"30,000.00","26,460,000.00"
10/6/2023,CRMTT,173.00,"37,000.00","6,401,000.00"
10/9/2023,CRMTT,938.40,"37,000.00","34,720,800.00"
10/9/2023,CRMTT,70.50,"46,000.00","3,243,000.00"
10/10/2023,CRMTT,"1,930.00","46,000.00","88,780,000.00"
10/12/2023,CRMTT,954.00,"46,000.00","43,884,000.00"
10/16/2023,CRMTT,46.00,"46,000.00","2,116,000.00"
10/16/2023,CRMTT,484.00,"48,000.00","23,232,000.00"
10/17/2023,CRMTT,"1,933.00","48,000.00","92,784,000.00"
10/19/2023,CRMTT,83.00,"48,000.00","3,984,000.00"
10/19/2023,CRMTT,570.00,"52,000.00","29,640,000.00"
10/19/2023,CRMTT,430.00,"52,000.00","22,360,000.00"
10/23/2023,CRMTT,975.00,"69,000.00","67,275,000.00"
10/25/2023,CRMTT,"1,428.50","69,000.00","98,566,500.00"
10/28/2023,CRMTT,596.50,"69,000.00","41,158,500.00"
10/28/2023,CRMTT,"1,074.50","72,000.00","77,364,000.00"
10/28/2023,CRMTT,175.50,"72,000.00","12,636,000.00"
10/30/2023,CRMTT,"1,524.50","80,000.00","121,960,000.00"
11/1/2023,CRMTT,"1,080.00","80,000.00","86,400,000.00"
11/3/2023,CRMTT,395.50,"80,000.00","31,640,000.00"
11/3/2023,CRMTT,98.50,"70,000.00","6,895,000.00"
11/6/2023,CRMTT,991.50,"70,000.00","69,405,000.00"
11/6/2023,CRMTT,"1,215.50","90,000.00","109,395,000.00"
11/8/2023,CRMTT,784.50,"90,000.00","70,605,000.00"
11/11/2023,CRMTT,826.50,"73,000.00","60,334,500.00"
11/13/2023,CRMTT,673.50,"73,000.00","49,165,500.00"
11/13/2023, CRMTT ,315.50,"77,500.00","24,451,250.00"
11/16/2023, CRMTT ,"1,684.50","77,500.00","130,548,750.00"
11/16/2023, CRMTT ,690.50,"87,000.00","60,073,500.00"
11/20/2023, CRMTT ,9.50,"87,000.00","826,500.00"
11/20/2023, CRMTT ,919.00,"91,000.00","83,629,000.00"
11/22/2023, CRMTT ,453.30,"91,000.00","41,250,300.00"
11/24/2023, CRMTT ,560.00,"108,000.00","60,480,000.00"
11/30/2023, CRMTT ,962.00,"97,500.00","93,795,000.00"
12/1/2023, CRMTT ,826.00,"97,500.00","80,535,000.00"
12/1/2023, CRMTT ,156.60,"66,000.00","10,335,600.00"
12/4/2023, CRMTT ,212.00,"97,500.00","20,670,000.00"
12/4/2023, CRMTT ,163.00,"93,000.00","15,159,000.00"
12/4/2023, CRMTT ,536.00,"93,000.00","49,848,000.00"
12/9/2023, CRMTT ,301.00,"93,000.00","27,993,000.00"
12/9/2023, CRMTT ,886.00,"89,000.00","78,854,000.00"
12/9/2023, CRMTT ,100.00,"97,000.00","9,700,000.00"
12/11/2023, CRMTT ,114.00,"89,000.00","10,146,000.00"
12/11/2023, CRMTT ,"1,245.00","102,000.00","126,990,000.00"
12/13/2023, CRMTT ,5.00,"102,000.00","510,000.00"
12/15/2023, CRMTT ,"1,465.00","88,000.00","128,920,000.00"
12/18/2023, CRMTT ,21.00,"88,000.00","1,848,000.00"
12/18/2023,CRMTT,"2,286.00","80,000.00","182,880,000.00"
12/19/2023,CRMTT,696.00,"80,000.00","55,680,000.00"
12/23/2023,CRMTT,18.00,"80,000.00","1,440,000.00"
12/23/2023,CRMTT,"1,610.50","82,000.00","132,061,000.00"
12/24/2023,CRMTT,28.50,"82,000.00","2,337,000.00"
1/2/2024,CRMTT,"1,088.00","80,000.00","87,040,000.00"
1/5/2024,CRMTT,"1,430.00","80,000.00","114,400,000.00"
1/6/2024,CRMTT,450.00,"80,000.00","36,000,000.00"
1/8/2024,CRMTT,32.00,"80,000.00","2,560,000.00"
1/8/2024,CRMTT,"1,000.00","74,000.00","74,000,000.00"
1/8/2024,CRMTT,"1,034.00","48,000.00","49,632,000.00"
1/12/2024,CRMTT,800.00,"48,000.00","38,400,000.00"
1/13/2024,CRMTT,166.00,"48,000.00","7,968,000.00"
1/13/2024,CRMTT,537.50,"46,000.00","24,725,000.00"
1/15/2024,CRMTT,347.00,"36,000.00","12,492,000.00"
1/17/2024,CRMTT,"2,086.00","36,000.00","75,096,000.00"
1/18/2024,CRMTT,567.00,"36,000.00","20,412,000.00"
1/18/2024,CRMTT,462.00,"40,000.00","18,480,000.00"
1/20/2024,CRMTT,438.00,"40,000.00","17,520,000.00"
1/22/2024,CRMTT,917.00,"42,000.00","38,514,000.00"
1/23/2024,CRMTT,83.00,"42,000.00","3,486,000.00"
1/26/2024,CRMTT,925.00,"30,000.00","27,750,000.00"
1/29/2024,CRMTT,75.00,"30,000.00","2,250,000.00"
1/29/2024,CRMTT,"1,144.00","33,000.00","37,752,000.00"
1/30/2024,CRMTT,825.00,"33,000.00","27,225,000.00"
2/2/2024,CRMTT,"1,031.00","33,000.00","34,023,000.00"
2/2/2024,CRMTT,806.00,"37,000.00","29,822,000.00"
2/3/2024,CRMTT,"1,187.00","37,000.00","43,919,000.00"
2/5/2024,CRMTT,7.00,"37,000.00","259,000.00"
2/5/2024,CRMTT,657.00,"39,000.00","25,623,000.00"
2/10/2024,CRMTT,"1,067.00","36,000.00","38,412,000.00"
2/12/2024,CRMTT,936.00,"39,000.00","36,504,000.00"
2/15/2024,CRMTT,407.00,"39,000.00","15,873,000.00"
2/15/2024,CRMTT,333.00,"36,000.00","11,988,000.00"
2/15/2024,CRMTT,"1,385.00","52,000.00","72,020,000.00"
2/19/2024,CRMTT,615.00,"52,000.00","31,980,000.00"
2/19/2024,CRMTT,490.00,"51,000.00","24,990,000.00"
2/21/2024,CRMTT,293.00,"51,000.00","14,943,000.00"
2/23/2024,CRMTT,217.00,"51,000.00","11,067,000.00"
2/23/2024,CRMTT,"1,979.00","58,000.00","114,782,000.00"
2/24/2024,CRMTT,21.00,"58,000.00","1,218,000.00"
2/24/2024,CRMTT,589.00,"90,000.00","53,010,000.00"
2/26/2024,CRMTT,411.00,"90,000.00","36,990,000.00"
2/26/2024,CRMTT,"954,0","89,000.00","84,906,000.00"
2/27/2024,CRMTT,"1454,0","89,000.00","129,406,000.00"
2/29/2024,CRMTT,"1435,0","89,000.00","127,715,000.00"
3/1/2024,CRMTT,"157,0","89,000.00","13,973,000.00"
3/1/2024,CRMTT,"1200,0","68,000.00","81,600,000.00"
3/4/2024,CRMTT,"1,550.00","68,000.00","105,400,000.00"
3/7/2024,CRMTT,"1,553.00","68,000.00","105,604,000.00"
3/8/2024,CRMTT,897.00,"68,000.00","60,996,000.00"
3/8/2024,CRMTT,657.00,"58,000.00","38,106,000.00"
3/12/2024,CRMTT,343.00,"58,000.00","19,894,000.00"
3/12/2024,CRMTT,170.00,"62,000.00","10,540,000.00"
3/18/2024,CRMTT,568.00,"62,000.00","35,216,000.00"
3/19/2024,CRMTT,262.00,"62,000.00","16,244,000.00"
3/19/2024,CRMTT,43.00,"51,000.00","2,193,000.00"
3/20/2024,CRMTT,"1,143.00","51,000.00","58,293,000.00"
3/20/2024,CRMTT,314.00,"51,000.00","16,014,000.00"
3/20/2024,CRMTT,190.00,"39,000.00","7,410,000.00"
3/21/2024,CRMTT,723.00,"39,000.00","28,197,000.00"
3/22/2024,CRMTT,700.00,"39,000.00","27,300,000.00"
3/22/2024,CRMTT,350.00,"39,000.00","13,650,000.00"
3/25/2024,CRMTT,37.00,"39,000.00","1,443,000.00"
4/16/2024,CRMTT,"1,000.00","28,000.00","28,000,000.00"
4/18/2024,CRMTT,725.00,"20,000.00","14,500,000.00"
4/20/2024,CRMTT,356.00,"20,000.00","7,120,000.00"
4/20/2024,CRMTT,208.00,"20,000.00","4,160,000.00"
4/22/2024,CRMTT,"1,575.00","20,000.00","31,500,000.00"
4/22/2024,CRMTT,136.00,"20,000.00","2,720,000.00"
4/23/2024,CRMTT,464.00,"30,000.00","13,920,000.00"
4/25/2024,CRMTT,584.00,"30,000.00","17,520,000.00"
4/28/2024,CRMTT,452.00,"30,000.00","13,560,000.00"
4/28/2024,CRMTT,330.00,"29,000.00","9,570,000.00"
4/29/2024,CRMTT,670.00,"29,000.00","19,430,000.00"
4/29/2024,CRMTT,687.00,"30,000.00","20,610,000.00"
4/30/2024,CRMTT,"1,252.00","30,000.00","37,560,000.00"
5/3/2024,CRMTT,61.00,"30,000.00","1,830,000.00"
5/3/2024,CRMTT,"1,453.00","22,000.00","31,966,000.00"
5/4/2024,CRMTT,547.00,"22,000.00","12,034,000.00"
5/6/2024,CRMTT,771.00,"20,000.00","15,420,000.00"
5/7/2024,CRMTT,885.00,"20,000.00","17,700,000.00"
5/13/2024,CRMTT,29.00,"20,000.00","580,000.00"
5/13/2024,CRMTT,"1,612.00","19,000.00","30,628,000.00"
5/14/2024,CRMTT,"1,600.00","19,000.00","30,400,000.00"
5/15/2024,CRMTT,303.00,"19,000.00","5,757,000.00"
5/15/2024,CRMTT,769.00,"25,000.00","19,225,000.00"
5/18/2024,CRMTT,231.00,"25,000.00","5,775,000.00"